ensembl_gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	hgnc_symbol	description	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id	TPM_L438P_1	TPM_L438P_2	TPM_Control_1	TPM_Control_2	TPM_Control_3	TPM_Control_4	TPM_Control_5	TPM_Control_6
ENSG00000158445	-0.215194009534463	0.956797277837048	-0.607639299534556	0.559702947827751	0.895379105855303	-5.83024281644702	KCNB1	potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]	20	49293394	49484297	protein_coding	3745	0.408477098329699	0.615123396671943	0.438980496527295	0.557354209621908	0.857537571879309	0.637000861144808	0.365205398430415	0.594479757153341
ENSG00000158457	0.291855697356373	7.67258132519408	1.35806936590333	0.210252709444972	0.820667422439618	-6.12987331293964	TSPAN33	tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743]	7	129144690	129169699	protein_coding	340348	7.39800799066783	7.19844788018228	6.91686508077502	7.03314523948562	6.94889288425647	7.64584609663613	6.52447697741814	6.62790237941912
ENSG00000158458	0.608613845556214	2.2365258301	1.31485516342323	0.223770787320417	0.820667422439618	-5.45606155269048	NRG2	neuregulin 2 [Source:HGNC Symbol;Acc:HGNC:7998]	5	139846779	140043299	protein_coding	9542	2.433276765277	1.83996925915571	1.41931505417195	1.63999290901315	1.57368765811884	3.36479666290445	1.48369249007845	1.86367644272667
ENSG00000158467	0.072619443405828	4.22129220862619	0.443400297549811	0.668822435458894	0.926556729975643	-6.71511887449722	AHCYL2	adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]	7	129225021	129430211	protein_coding	23382	3.15240540499222	3.51954215618201	3.32691666724062	3.14469413133634	2.77557293644839	2.74913304612488	3.2505734181703	3.45637222432419
ENSG00000158470	0.119208249477848	6.15747069564523	1.07723011541209	0.311728389689509	0.837210969342411	-6.47208141110909	B4GALT5	beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]	20	49632945	49713908	protein_coding	9334	4.76470586033036	4.63117804539608	4.7100736477763	4.57776754213086	3.98644033498392	4.51338367646218	4.28726194832383	4.40272920205492
ENSG00000158480	0.00130022990677947	4.34460852269059	0.0115008711494108	0.991095853820647	0.997959205949677	-6.83477205943933	SPATA2	spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]	20	49903391	49915550	protein_coding	9825	3.08191052445071	3.05145685103932	2.96839437743894	3.11384716126105	2.79641044901041	2.93150946941552	3.11245527077783	2.92758835520314
ENSG00000158481	1.74309931339879	0.834301924487036	2.1066618097145	0.067171681813174	0.820111711728151	-4.25111345398786	CD1C	CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]	1	158289923	158294774	protein_coding	911	2.26941561945789	2.7645582630488	2.98199545476917	1.31500272149498	0.895797396393449	0.631528993977918	1.32998866680346	0.22084626062095
ENSG00000158482	-0.316393171607304	0.171236917557314	-0.442195140599017	0.669659499663578	0.926914564993823	-5.8167446733594	SNX29P1	sorting nexin 29 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31913]	16	21376648	21386064	transcribed_unprocessed_pseudogene	NA	0.769822507683119	2.11635643854603	2.0999165909298	1.70260125280883	0.542614654765005	0.787204256580966	1.05010392197855	1.80289381394301
ENSG00000158483	-0.136985777655983	2.68787848469377	-0.558634129291709	0.591179807201644	0.906706936104911	-6.19386758285055	FAM86C1P	family with sequence similarity 86 member C1, pseudogene [Source:HGNC Symbol;Acc:HGNC:25561]	11	71787537	71799660	transcribed_unprocessed_pseudogene	55199	2.52882108101864	2.58766334110578	2.85162092940474	2.3751709713268	2.45882897087401	2.50998181932974	2.70219496470013	2.78531346576475
ENSG00000158486	1.20783377374113	-0.971948169912363	2.32148857036705	0.0477257513659648	0.820111711728151	-3.72139953542359	DNAH3	dynein axonemal heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:2949]	16	20933111	21159441	protein_coding	55567	0.524101799342725	1.6132850535735	0.228166060026091	0.415546680763032	0.111868633977365	0.138743708282154	0.169365768590343	0.743751915075256
ENSG00000158497	0.502117252264745	-2.0187291049383	0.426326581465251	0.680726492398097	0.929862369746738	-5.37265278623612	HMHB1	histocompatibility minor HB-1 [Source:HGNC Symbol;Acc:HGNC:29677]	5	143812147	143820716	protein_coding	57824	1.59601724871252	1.07282542458811	2.0021422535303	1.36527931972578	0.889147974610275	2.01417065905008	1.54803261352039	0
ENSG00000158516	-0.857304880330971	-2.46263674251472	-0.675929344553463	0.517497574080894	0.884061125480465	-5.08344659299374	CPA2	carboxypeptidase A2 [Source:HGNC Symbol;Acc:HGNC:2297]	7	130266863	130289798	protein_coding	1358	0.177796632607736	0.260831412522519	0.153080240160705	0.319420243691414	1.03128579010605	1.19347087463419	0.139823085532008	0.0593414321081327
ENSG00000158517	0.270293124475742	8.07186396994924	0.745852293313762	0.476567337699465	0.87484629846971	-6.72669588263373	NCF1	neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660]	7	74773975	74789376	protein_coding	653361	9.00449593717445	7.94251546713561	8.24546552396072	8.69858000628319	7.07083957384391	7.78564929555226	7.19654462903173	8.29859427530748
ENSG00000158526	0.0201972074613916	5.43635878053168	0.233672512751295	0.820907481703359	0.966304148589929	-7.00201764901186	TSR2	TSR2 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25455]	X	54440402	54448032	protein_coding	90121	4.00306976237211	4.07163294445618	4.07445773963871	3.9669869678035	3.47254794748736	3.87590879918447	3.98676087151116	3.91778527261221
ENSG00000158545	-0.119592663539366	6.18959794945284	-0.988333884706563	0.350959304753641	0.84514790179372	-6.56025401860664	ZC3H18	zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:HGNC:25091]	16	88570403	88631964	protein_coding	124245	4.75186076115937	4.88391118319901	4.80362708081177	4.93562649674221	4.43964906594467	4.84331498580847	5.09191431859877	4.9237735791716
ENSG00000158552	0.0732988674446999	3.792709152293	0.566305554587046	0.586188746274535	0.904820215768491	-6.5230150659304	ZFAND2B	zinc finger AN1-type containing 2B [Source:HGNC Symbol;Acc:HGNC:25206]	2	219195237	219209651	protein_coding	130617	4.1945319143293	4.39800614307506	4.29579016265532	4.25495686302363	3.76534675943853	4.08371213958051	3.95429655094043	4.00160933006273
ENSG00000158555	-0.943401930370524	4.14688202821934	-2.0213601581672	0.076805198684469	0.820111711728151	-4.79696846737317	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28804]	11	75434638	75525985	protein_coding	81544	2.26815289385708	4.05237189615076	3.71475259767783	4.10511013958725	3.73373991170768	3.97931886500301	4.46580766364788	3.9625599425748
ENSG00000158571	0.0285243193008999	-0.167188002553223	0.0909177775807576	0.929716853411249	0.987968306919937	-5.82628336770463	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:8872]	X	54931434	54998534	protein_coding	5207	0.845535012148345	0.774137213010518	0.710030764580726	0.651591344797654	0.808841368520058	0.765570388976639	0.673112240718881	0.81534507109404
ENSG00000158604	0.217425234099937	6.31401079795136	1.70450740683145	0.125369791229282	0.820111711728151	-5.69430723602809	TMED4	transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]	7	44576392	44582287	protein_coding	222068	6.2183719329212	5.86332849549642	5.77517275439088	5.84040680903863	5.49259800788402	5.86120405428145	5.57131530223207	5.7356452127082
ENSG00000158615	0.157982274309052	6.74696463391844	0.919612812175486	0.383757306773189	0.852806583527921	-6.6317086115795	PPP1R15B	protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951]	1	204396492	204411887	protein_coding	84919	5.28151780921694	4.99192599349889	5.020281188729	5.21893565649991	4.47025064036462	4.38286241142398	4.89680609931414	4.6669966045663
ENSG00000158623	-0.0885946926486829	5.07943013266407	-0.547762538382895	0.598292519829152	0.90875631650863	-6.80869999549901	COPG2	COPI coat complex subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:2237]	7	130506238	130668748	protein_coding	26958	3.88297448881207	4.00191453793366	4.20628031678692	3.78475250709773	3.91140656153658	4.03264721775954	4.06426559158023	3.71831953664343
ENSG00000158636	0.12586840282624	4.99166231844825	0.722474520553374	0.489882868139073	0.877378930230026	-6.70929589041357	EMSY	EMSY transcriptional repressor, BRCA2 interacting [Source:HGNC Symbol;Acc:HGNC:18071]	11	76444887	76553031	protein_coding	56946	4.10491806617571	3.91394521802176	3.91819119026624	4.06676714087653	3.07652352326484	3.75562009834139	3.84908763245015	3.6666740037497
ENSG00000158669	0.184694491725219	6.38761616833559	1.77617648732625	0.112303680614777	0.820111711728151	-5.59339719188128	GPAT4	glycerol-3-phosphate acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20880]	8	41577187	41625001	protein_coding	137964	6.76738038732755	6.56476258703645	6.36017360203095	6.24922021530903	5.86325030608938	6.4285337546992	6.22414645754424	6.35862890871991
ENSG00000158691	0.0405271587658431	4.08030986268883	0.305972335897148	0.767170214612988	0.951309831859466	-6.73194800253194	ZSCAN12	zinc finger and SCAN domain containing 12 [Source:HGNC Symbol;Acc:HGNC:13172]	6	28378821	28399747	protein_coding	9753	2.86073083594798	2.62948578650774	2.67979984974057	2.78086586007259	2.21353548088616	2.39978851720959	2.48927548821579	2.61087271226124
ENSG00000158710	0.00359434765040589	8.47616580022354	0.0223965660627657	0.982661440135133	0.99610935491367	-7.02053421830129	TAGLN2	transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]	1	159918107	159925525	protein_coding	8407	8.54356007481251	8.1977289137461	8.17530660853012	8.37272878318738	8.02439035152318	8.64239991639872	8.39380638706608	8.1477477748438
ENSG00000158711	0.0243747452363161	7.17228505490484	0.266067036553165	0.796686695890815	0.958747826942813	-7.03593736208412	ELK4	ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326]	1	205597556	205634520	protein_coding	2005	4.75959422288103	4.87354594042838	4.78877924265802	4.72951470411956	4.4428751735003	4.59971656281764	4.42707357789154	4.60804364254891
ENSG00000158714	1.20571889157493	-2.45385821590569	1.24936726980434	0.245657362986247	0.822989689512482	-4.84248747474474	SLAMF8	SLAM family member 8 [Source:HGNC Symbol;Acc:HGNC:21391]	1	159826693	159837492	protein_coding	56833	0.289618487300248	0.310772864216122	0.704884355648889	0.106803906006097	0.148168801524745	0	0.0217412366019835	0.0582624584620593
ENSG00000158715	0.29088611676654	2.92026982074261	0.675966398172923	0.517475213996319	0.884061125480465	-6.21296967191322	SLC45A3	solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]	1	205657851	205680990	protein_coding	85414	1.90836024158975	2.96505430407138	2.3286690398637	1.73331962873661	2.61998152466852	2.0956766938984	1.67048007025058	2.39814484281313
ENSG00000158716	-0.278933190117168	2.23217624936192	-1.00113792976643	0.345087760040038	0.844072708559419	-5.74260839078031	DUSP23	dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]	1	159780932	159782543	protein_coding	54935	3.51832627298468	3.5954413587926	3.88406606725971	4.05737488614914	3.94539186330398	3.2017818866318	3.82013228473026	3.4953093691803
ENSG00000158717	-0.0687094652948446	4.14207838042289	-0.382765768581747	0.711523003640761	0.937141540430665	-6.69287542932672	RNF166	ring finger protein 166 [Source:HGNC Symbol;Acc:HGNC:28856]	16	88696495	88706424	protein_coding	115992	3.84647004811968	4.22696877783334	4.27577677627555	4.22186192728748	3.91422820624134	4.25096119467418	4.04530054652459	3.91029355152012
ENSG00000158747	-1.19394873464811	1.62582424678035	-2.30954201216671	0.0486375408139312	0.820111711728151	-3.90355999734499	NBL1	NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]	1	19596979	19658456	protein_coding	4681	1.20734377359975	1.54845980627627	2.37107593197388	1.40771168055953	1.29092507253585	1.74439707533928	2.27830210530066	1.79725707364101
ENSG00000158748	-0.67257295635624	-0.193759311184392	-1.35622684639634	0.210814461779734	0.820667422439618	-4.91378535310186	HTR6	5-hydroxytryptamine receptor 6 [Source:HGNC Symbol;Acc:HGNC:5301]	1	19664875	19680966	protein_coding	3362	0.315446821930979	0.313904058226875	0.549572577150302	0.551306334813194	0.303599578133713	0.763263685336759	0.585172157165766	0.26506237085674
ENSG00000158769	0.290721482749484	6.43946364332094	1.16606344525731	0.276043251807506	0.831091044392509	-6.37965556238004	F11R	F11 receptor [Source:HGNC Symbol;Acc:HGNC:14685]	1	160995211	161023123	protein_coding	50848	5.6308128902556	4.96867481006514	5.45880364733556	4.72141914435282	4.48759497186073	4.45976326921933	4.25179520128165	5.12819427831767
ENSG00000158773	-0.0608603722006	5.42753498109394	-0.486352139254198	0.639316280345897	0.922714279002899	-6.8988634663251	USF1	upstream transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12593]	1	161039249	161045977	protein_coding	7391	5.36107070103647	5.69957783887602	5.55391127052419	5.70658981177419	5.2143195482659	5.5875466666532	5.21257396885173	5.45482719667377
ENSG00000158792	0.263935798088145	2.41496504481987	1.34425208610326	0.214496849821156	0.820667422439618	-5.45976885489369	SPATA2L	spermatogenesis associated 2 like [Source:HGNC Symbol;Acc:HGNC:28393]	16	89696357	89701705	protein_coding	124044	2.38694996812952	2.21391740303332	2.14952504929581	2.32734015594266	2.04122054948152	2.30144219922396	2.06846995427528	2.15766335367077
ENSG00000158793	-0.0708358691725346	4.8231133939164	-0.67237954714484	0.519642462879006	0.884061125480465	-6.69854938620181	NIT1	nitrilase 1 [Source:HGNC Symbol;Acc:HGNC:7828]	1	161118082	161125445	protein_coding	4817	5.03023714353484	5.10551365358148	5.14541835813519	5.16925258895318	4.64144337213428	5.03794016997891	4.88842803734159	5.05254466319667
ENSG00000158796	-0.0284036447662359	5.11011459884858	-0.313479686334143	0.761660261949568	0.949928804488949	-6.93865258060408	DEDD	death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]	1	161120973	161133280	protein_coding	9191	4.72588340162134	4.99467448281689	4.97400252249943	4.92799820658764	4.42603954249404	4.6647069640614	4.83383525183441	5.03395821919716
ENSG00000158805	-0.387291518399848	5.2252333609247	-1.62508566965365	0.141481814761006	0.820111711728151	-5.6975338499046	ZNF276	zinc finger protein 276 [Source:HGNC Symbol;Acc:HGNC:23330]	16	89720400	89740925	protein_coding	92822	3.32795820330893	4.17164182855801	3.72287167077015	3.95909380293354	4.0958500897603	4.25322938286155	4.12708630549355	4.08544947148176
ENSG00000158806	-0.450139720352214	2.12907017281604	-0.965137912283396	0.361787300645612	0.847801862821657	-5.74373005376373	NPM2	nucleophosmin/nucleoplasmin 2 [Source:HGNC Symbol;Acc:HGNC:7930]	8	22024125	22036897	protein_coding	10361	2.17446969884729	3.28567697061528	3.68792156804345	2.66533114135921	3.11508136528156	3.09001754280103	2.454742855693	3.87513689835989
ENSG00000158815	-0.728271077625702	-1.00193260189323	-1.18299301200103	0.269631154221207	0.82905165644918	-4.96628709473464	FGF17	fibroblast growth factor 17 [Source:HGNC Symbol;Acc:HGNC:3673]	8	22042398	22048809	protein_coding	8822	0.249698966120965	0.546183769133303	0.312230673396638	0.384698597280422	0.677093245673803	0.446761217120445	0.222215989555113	0.75077284462952
ENSG00000158828	-0.161841551018209	3.40181081246064	-0.797167559175782	0.447585718393496	0.869319767285736	-6.21868241154447	PINK1	PTEN induced kinase 1 [Source:HGNC Symbol;Acc:HGNC:14581]	1	20633458	20651511	protein_coding	65018	2.71323720245174	2.92901813477509	2.84166402311451	3.22778635185178	2.74452689081586	2.91886743419952	2.67848233854819	2.86765513824219
ENSG00000158850	0.227018136380966	5.57374109803861	1.38040487446395	0.203544820126905	0.820667422439618	-6.10164541973502	B4GALT3	beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]	1	161171306	161178652	protein_coding	8703	5.84072815683753	5.59232875878338	5.61426648586403	5.80087156329996	4.67293981146114	5.19480845569747	5.10442070274066	5.4581503301017
ENSG00000158856	0.809994797313224	-0.0995446886672232	1.5012430200872	0.170389653423228	0.820111711728151	-4.92649229067419	DMTN	dematin actin binding protein [Source:HGNC Symbol;Acc:HGNC:3382]	8	22048995	22082527	protein_coding	2039	0.980110140646362	1.0660960809251	0.974163636561483	1.00563353092493	0.388599551517995	0.377806750048783	0.165931228322602	0.988763930584806
ENSG00000158859	-0.0206753682747264	0.42036246953765	-0.0652168243936629	0.949546989980836	0.990938496975467	-5.94918623431449	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]	1	161184302	161200509	protein_coding	9507	0.29259330328291	0.21903900130039	0.273457404912135	0.270201196603246	0.16918871852263	0.622122590334107	0.163421442978278	0.292112654680283
ENSG00000158863	-0.0767086907831134	5.64380092463405	-0.474720028978944	0.647243216410896	0.923654424434051	-6.92036394861239	FHIP2B	FHF complex subunit HOOK interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:16492]	8	22089139	22104911	protein_coding	64760	5.40983416579933	5.10303210871534	5.11769055501691	5.42102632507924	5.05356367210898	5.72697670505542	4.7451266782331	5.2141391078621
ENSG00000158864	-0.0216648855350003	6.66927222554494	-0.26864240309606	0.794770712219598	0.958244768933358	-7.04013869139933	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2 [Source:HGNC Symbol;Acc:HGNC:7708]	1	161197104	161214723	protein_coding	4720	6.62757527883045	6.46192797590503	6.52823485915853	6.43501912001484	6.20502279847777	6.38220388719024	6.40358053370762	6.4162592375687
ENSG00000158865	-0.234621187225891	-2.26394773910262	-0.247586838712542	0.810477356936661	0.962903037978661	-5.38594351016429	SLC5A11	solute carrier family 5 member 11 [Source:HGNC Symbol;Acc:HGNC:23091]	16	24845841	24911628	protein_coding	115584	0.042341759924666	0.956229170576206	0.436021081712417	0.128346197666459	0.112764176980495	0.0865337860230849	0.0747342217090781	0.684791812977735
ENSG00000158869	0.958010236205696	-0.943738504812589	1.13561283395004	0.287886798858667	0.833901300452682	-5.17817912992534	FCER1G	Fc epsilon receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]	1	161215234	161220699	protein_coding	2207	1.46784653338453	3.02053153681703	3.2770516019435	1.31345832160806	0.49696131356579	1.08094753748054	0.806688655323023	1.10030221419795
ENSG00000158882	-0.0935498697408894	4.3032507431214	-0.491958159154681	0.635513290506106	0.921529313501925	-6.68571777256147	TOMM40L	translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756]	1	161225939	161233754	protein_coding	84134	3.42539256649098	3.65808703422405	3.96369837164033	3.53809013850186	3.62101082877754	3.21645424429684	3.72036274768652	3.52407847385977
ENSG00000158887	0.162147993358813	1.42348091035119	0.47871964142704	0.644512155098478	0.923654424434051	-6.01774700472593	MPZ	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]	1	161304735	161309968	protein_coding	4359	1.7300020948153	2.2796935516216	2.02202259029253	2.20174205924034	1.3548701825411	2.11342013307712	1.44055892368401	1.45092036712087
ENSG00000158941	-0.184976100804061	6.88513909763656	-1.59031394556096	0.14911418029755	0.820111711728151	-5.85274495357083	CCAR2	cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]	8	22604629	22620964	protein_coding	57805	6.69228221546503	6.65759859286397	6.73521586993937	6.57794432945185	6.57164045396183	6.50842001598583	6.85460340159496	6.66148746340949
ENSG00000158985	0.107434954041045	7.87373087596502	0.852619289477764	0.41782515019899	0.865379876397006	-6.65786009740397	CDC42SE2	CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]	5	131245493	131398447	protein_coding	56990	7.03373679212645	7.15886150045813	7.07221285142823	6.95619299087668	6.43432067565307	6.56068007873426	6.41531515754055	6.88788379195852
ENSG00000158987	0.161171233432854	5.67733233341722	1.13143005942088	0.289545081020561	0.833901300452682	-6.3937188119486	RAPGEF6	Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655]	5	131423921	131635234	protein_coding	51735	3.7732494738706	3.38606154350694	3.33201169215725	3.50528972387776	3.39145388315759	2.96835493002811	3.44518466405527	3.2794351906721
ENSG00000159023	0.340967050965298	6.21436519023284	1.05596928996553	0.32102561625786	0.839157243812207	-6.49595736958734	EPB41	erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]	1	28887091	29120046	protein_coding	2035	5.01545265396568	4.12205376762365	3.66546531330981	4.77842354507628	3.41613470236963	4.61831542889544	3.81006639095034	3.95218407006841
ENSG00000159055	-0.343793014166254	3.9866392707526	-1.57278850330206	0.153100824532977	0.820111711728151	-5.50682459238921	MIS18A	MIS18 kinetochore protein A [Source:HGNC Symbol;Acc:HGNC:1286]	21	32268224	32279098	protein_coding	54069	3.81011246977026	4.18357186675948	4.28164224722494	4.14491205326579	3.55372162344447	3.65013335684033	4.63701524077464	4.4015226836284
ENSG00000159063	-0.0547487828262412	4.93532068132278	-0.204036709700497	0.843245794471468	0.970941679013281	-6.951392138445	ALG8	ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]	11	78095244	78139660	protein_coding	79053	5.21559155086355	5.68409462809494	5.63377405672392	5.55460849675295	3.91796805945066	5.5787433625814	5.48914010777677	5.75201266137381
ENSG00000159069	-0.0248920833667459	6.1346024595222	-0.251781066930353	0.807341110929184	0.962276966656228	-7.03778323636722	FBXW5	F-box and WD repeat domain containing 5 [Source:HGNC Symbol;Acc:HGNC:13613]	9	136940435	136944762	protein_coding	54461	5.52608878634346	5.53396352222738	5.52892057381485	5.54796468142242	5.48830785732071	5.58984277911187	5.48491187348501	5.57490802895489
ENSG00000159079	-0.0660920100889468	5.05080747381856	-0.658352809199698	0.528170988785	0.8853360933457	-6.74407261112756	CFAP298	cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]	21	32592079	32612845	protein_coding	56683	5.13546755993354	5.25322204452281	5.37642358056548	5.10347997308521	4.70697638747219	5.05746794833918	5.16425956936107	5.24870180506901
ENSG00000159082	0.0245699893211331	3.96765347577319	0.171905592660562	0.867635040000749	0.975523305949325	-6.73140481242306	SYNJ1	synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503]	21	32628757	32728040	protein_coding	8867	2.40512239730599	2.34751344252748	2.41150054803133	2.52973200882036	1.6855917072893	2.39984811274634	2.40708539946566	2.17998613782232
ENSG00000159086	0.0650107412304131	6.36183329162915	0.410249962963904	0.692022611520224	0.931633976700728	-6.98535992396182	PAXBP1	PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]	21	32733899	32771796	protein_coding	94104	5.79234115750776	5.52973787987743	5.24103542028244	5.59656172220306	5.38155350639605	5.74385909389501	5.37698329127852	5.29049072001227
ENSG00000159110	0.252846213967381	6.62980112270878	1.64053054246388	0.138207235956755	0.820111711728151	-5.78455246717203	IFNAR2	interferon alpha and beta receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:5433]	21	33205282	33265675	protein_coding	3455	6.36983480546196	6.31935271490398	5.76562408991252	6.09277808891115	5.56157053676636	6.28566086349851	5.38988043994619	5.72671159587395
ENSG00000159111	0.110299740715759	5.33330187369821	1.38509349534044	0.202160423631132	0.820186908912128	-6.06749905282896	MRPL10	mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:14055]	17	47823272	47831541	protein_coding	124995	5.41028417999881	5.39215157201617	5.31035244600352	5.20582788343512	4.83727551304929	5.00633236268605	5.17085712207727	5.23523344198706
ENSG00000159128	0.448036512735969	4.65464293585856	3.62861780687868	0.00630924797250451	0.740238487805405	-2.59356826969898	IFNGR2	interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]	21	33403369	33479348	protein_coding	3460	4.7750854755676	4.6590287593617	4.01686568241244	4.3538601787205	3.85826164663545	4.12428098192812	4.42913052109842	4.24078660106831
ENSG00000159131	-0.123061096565475	6.7622610673888	-0.854964370844217	0.416597676231546	0.865260713219303	-6.6903279222514	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]	21	33503371	33543524	protein_coding	2618	5.95441539724285	6.2258461213953	6.06528883259735	5.94187441668606	6.0428023423813	5.81951506782771	6.35343065995764	6.00065010320961
ENSG00000159140	0.168866594821955	8.95619041576937	1.34470049439327	0.214357971622754	0.820667422439618	-6.08083755580214	SON	SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]	21	33543038	33577481	protein_coding	6651	7.2701963834038	7.54310901977956	7.38011281946815	7.40088786193809	7.04950747780574	7.05193634356149	7.26042535361405	7.46635472120284
ENSG00000159147	-0.319192289161754	4.92187453996438	-1.63414393462708	0.139552820179785	0.820111711728151	-5.64231151447716	DONSON	DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]	21	33559542	33589015	protein_coding	29980	4.66491723324249	4.91912509246692	4.67427290142028	4.96847907512777	4.91113088285644	4.75650887458949	5.37851758823051	4.95082969589566
ENSG00000159164	0.646977857115428	3.57296865199222	1.00475584771036	0.343842084500421	0.844072708559419	-6.11946130099881	SV2A	synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]	1	149903318	149918572	protein_coding	9900	2.29881753104846	2.76839629272534	3.31338256751557	1.1555497799001	2.58445530426928	2.41737295422792	1.8948290138607	1.61174745446716
ENSG00000159166	0.503119936709588	2.1784604810341	0.723160755348743	0.489565219794456	0.877378930230026	-6.07560927016326	LAD1	ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472]	1	201380833	201399915	protein_coding	3898	1.58685887868693	2.73547451991646	1.6182184483247	2.52874108183425	2.2665718816821	0.518596571808572	0.974110025674452	1.82467418182876
ENSG00000159173	0.248574685980202	-0.418268245318709	0.264457147161999	0.797885140013769	0.959230652638891	-5.77940290198914	TNNI1	troponin I1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11945]	1	201403784	201429866	protein_coding	7135	1.21049048545217	0.382570977648918	0.185877959996171	1.79291905437348	1.46941611243079	0.612781822433651	0.249567911861354	0.400437374606953
ENSG00000159176	-0.102423814863323	6.0546422540157	-0.734603965586668	0.482843737941045	0.875473166895464	-6.77941272151272	CSRP1	cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]	1	201483530	201513100	protein_coding	1465	5.49940669894131	5.51255654449326	5.61246700738979	5.63184366329112	4.73452651502749	5.15158986895411	5.87839302239318	5.60108285437003
ENSG00000159199	-0.226367014413646	6.00004549079656	-1.12287176501409	0.292961870325433	0.833901300452682	-6.40779847805614	ATP5MC1	ATP synthase membrane subunit c locus 1 [Source:HGNC Symbol;Acc:HGNC:841]	17	48892765	48895875	protein_coding	516	7.58055164511443	7.73764319060465	7.5203286903341	7.69857848880414	7.93931338134381	7.42361249844643	8.22402305391168	7.75152836676628
ENSG00000159200	0.0159588805617896	3.34616697496496	0.0876007384208318	0.932273582998573	0.988245425381505	-6.55378929190546	RCAN1	regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]	21	34513142	34615113	protein_coding	1827	3.13458222554398	3.11186779956858	2.93367800402492	3.06697778915171	2.52058140767031	2.72746634247309	2.96761149488993	2.76815658241106
