JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3
ENSG00000006555	93	111	59	71.001	65	100	57	224	225	26	170	123.999	61.999	68	20	65	87.999	100.001	40	69	47
ENSG00000006576	4432.421	2916.278	2567.337	3707.362	3366.147	2976.605	3647.323	4938.224	3668.245	3303.017	3460.129	2778.165	3543.168	3859.056	2446.044	2977.417	2888.241	2572.054	3557.16	2287.275	3077.055
ENSG00000006606	56	89	92	44	31	93	73	140.195	162	91	122	149	51	121	102	134	253	132	72	80	44
ENSG00000006607	2894.075	3790.84	2692	2170.869	2935.916	2440.134	3150.875	4339.035	3165.041	2256.034	3481.148	3269.924	2617.012	2428.296	2734.186	2629.43	2267.381	2475.991	2573.001	2169.092	2743.018
ENSG00000006611	319.999	392.114	93.001	316	281	491.999	122.001	375	300.261	82.001	334.137	173.999	120	107.001	61	84	89.999	105	80.001	68	73
ENSG00000006625	9997.603	10166.275	8230.426	8382.594	8175.271	8123.614	7836.586	11661.477	9767.918	6874.816	8035.605	8117.667	8710.62	6601.999	6714.731	7719.876	7600.785	8773.799	7008.356	7024.335	8061.456
ENSG00000006634	6432.925	7136.086	6962.419	4870.51	7609.907	6697.623	9170.742	10564.958	8249.097	6532.32	7506.217	8063.982	6047.642	5451.822	5644.626	5950.441	5599.339	6103.979	5070.603	5088.941	5979.214
ENSG00000006638	74	81	62	48	73	141	40	85	106	19	99	72	58	58	26	40	60	53	39	30	26
ENSG00000006652	9611.664	7920.862	7697.955	7076.127	5163.806	3532.179	5299.153	5258.336	4672.735	3057.432	4241.077	5871.782	3337.257	2398.716	2809.299	3200.719	3045.14	2449.672	2072.263	2144.354	2272.968
ENSG00000006659	63.999	54.999	35.999	69.999	61	109.999	0	1	1	0	0	0	1	8	2	15	20	38	31	17	13
ENSG00000006695	3485.405	2804.025	2685.941	3034.134	2776	2535.765	3244.011	4419	3309.019	2731.97	2461.09	3007.014	2877	2729.01	2612.355	2353.405	2507.197	2884.196	2109.427	2283.696	2927.482
ENSG00000006704	5423.402	5356.642	3869.297	4464.844	4963.087	6057.13	4225.22	6748.263	4968.57	4326.042	7634.222	4571.571	4812.826	4002.942	3656.209	3197.426	3264.263	3606.176	3659.037	3721.383	4636.692
ENSG00000006712	2400.834	2562.018	3770.463	1975.258	2630.034	2694.086	4451.586	5219.769	3465.451	3725.885	3479.76	3989.811	3435.763	2931.022	3655.441	3629.357	4285.643	3862.238	2999.326	2945.48	3454.272
ENSG00000006715	4319.093	4807.156	4732.533	3363.01	4585.388	3707.196	5825.629	6601.842	4913.329	4031.39	5237.815	5203.978	3545.27	3309.597	3472.771	3633.295	3590.947	3633.067	3395.691	3174.157	4083.225
ENSG00000006740	3217.358	2999.137	2007.001	2669.294	2800.165	3352.839	2627.902	5065.88	3705.23	2658.205	3196.275	2958.571	3275	3082.245	2291.445	2474.853	2918.392	2646.802	3074.687	2619.12	3156.537
ENSG00000006744	13819.667	14177.493	13958.329	11336.392	16154.56	13484.404	18281.154	22587.877	15953.13	15063.902	13087.572	15827.935	12632.341	12850.514	13932.723	13764.046	13882.248	15406.786	11469.98	11243.133	15066.529
ENSG00000006747	105.999	112	44	100	34	33	19	148.005	220.001	19.004	86	79	30	27	27	86	101	81	35	42	54
ENSG00000006756	255	270	144.999	166	309	669.044	301	430.005	353	288	609.003	262.038	265	288	246	231.999	338.001	516	394	427	293
ENSG00000006757	1113.583	1129.03	736.001	1007.847	1014.44	1097.195	1230.998	1677.045	1290.999	1002.015	1477.195	927.856	1092.167	1148.314	833.01	637.001	894	845	1095.974	1010.003	988.308
ENSG00000006788	0	0	1	0	0	2	2	3	2	8	0	4	12	5	5	3	3	10	3	5	0
ENSG00000006831	7229.952	6383.016	5914.248	5853.739	6116.513	5424.467	6209.175	8312.159	6587.927	5595.811	6340.706	5750.151	5483.394	5338.371	4752.438	5719.612	5693.692	4991.881	5079.788	4187.871	5632.023
ENSG00000006837	211.316	147.008	79	195.012	195	211	201	278.001	208.163	154	143.999	140.011	163.153	155.999	78.948	82.001	111.003	82	99.999	65	111.001
ENSG00000007001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007038	21	30.001	18	20	11	5	6	57	67.011	5	27	15	12	26	12	126.971	128.005	70	10	12	12
ENSG00000007047	6542.324	5965.569	3889.128	5838.768	6062.084	7280.19	5842.218	9694.986	6807.491	5425.801	7120.908	4888.521	5010.577	5462.457	3312.489	3877.271	3718.666	3423.909	4961.833	3699.093	4536.66
ENSG00000007062	8875.304	12532.253	12517.536	6687.252	11739.742	12271.238	10241.667	15510.27	13877.323	10342.106	10994.253	12156.836	9133.402	9009.973	10289.638	12043.309	11666.26	12043.047	11322.38	11096.744	12017.193
ENSG00000007080	6401.046	6161.395	4117.084	5251.99	6057.944	4934.37	5989.737	8256.456	5440.243	5959.626	5212.624	4729.922	5819.213	5209.682	5005.385	4889.168	4770.456	5819.669	4442.791	4708.2	5631.473
ENSG00000007129	5	6	9	9	18	21.001	8	6	0	4	2	25	0	2	0	5	6	3	8	6	0
ENSG00000007168	10219.457	10506.309	10869.63	8058.919	10609.842	11832.114	10974.246	14253.903	10970.832	9483.271	13359.039	11206.289	9623.721	9826.55	9675.674	9257.262	10974.005	9726.474	10314.685	9022.832	10458.437
ENSG00000007171	435.029	595	344	311.448	270	377.864	206.828	372.036	441.005	89	323	376	71	70	97	184	196.342	236	69	115	100
ENSG00000007174	37	47	47	37	46	71	68	54	65	47	18	73	39	40	41	54	90	47	57	43	36.001
ENSG00000007202	11097.886	12391.329	11727.225	8528.122	13344.634	11548.634	16334.796	20832.681	14541.322	13813.856	11509.481	15310.478	10789.143	11683.207	13458.247	15037.81	15050.733	14759.768	11555.707	10602.072	14522.375
ENSG00000007216	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0
ENSG00000007237	1468.066	1358	641	1177.003	769	1490.186	738.427	1991	1872.01	889	1193.948	1149.987	1085.131	1207	701.094	1110.01	1453.174	1103.086	968.999	975.6	816
ENSG00000007255	2116.102	1718.948	847	2074.126	1448.777	1634.304	1479.999	1705.325	1217.92	1814.575	1816.767	1109.096	1706	1969.058	1093.597	711	793.338	917.233	1819.001	1386	1595.232
ENSG00000007264	1214.021	1376.235	1031	889.04	1000.999	958.215	1561	2278.959	1815.001	2333	1100	1333.445	1669.319	1301.056	1223.048	1072.169	1371.595	1526.2	2063.9	1980.924	2345.859
ENSG00000007306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	4	0	0	5
ENSG00000007312	313	201.034	97.999	277.112	158.512	266.389	215.999	353.651	416.726	68	162.972	167.657	45.001	79.696	18	115.188	152.391	110.977	60	32.874	30
ENSG00000007314	1730.167	1472.152	1036	1391.007	1066.673	1089	790.001	1549.123	1240	522.001	2346.438	1451.001	695	620	431	690.32	588.008	630.011	585.144	576.164	772
ENSG00000007341	749.001	838.999	860.001	568.063	961.598	1227.028	1033.805	1461.881	1053.028	938.547	1033.018	862.048	879.012	808.115	831.975	506.017	496.2	486.999	796.407	636.886	808.002
ENSG00000007350	7	3	1	6	1	10	3	1	3	4	0	1	0	1	0	1	0	2	6	1	0
ENSG00000007372	2	13	18	11	11.999	3	5	12	16	97	58.999	18	738	1310.385	1286.195	832.001	760.001	824.087	131.999	71.001	32
ENSG00000007376	1411.002	2629.303	3697.001	1238.128	2656.005	2598.853	4151.672	4357.485	3440.675	3412.684	3257.533	4035.043	2362.373	2315.48	3775.837	2878.162	3095.816	3227.135	1912.094	2468.693	2760.015
ENSG00000007384	3999.126	3938.885	3816	3781.36	3781.477	3529.999	3558.34	5928.773	4574.658	5914.769	4677.231	3473.686	4713.166	5239.214	5128.235	4347.156	5710.094	5043.284	5141.271	4427.771	5262.606
ENSG00000007392	7781.752	7158.506	7996.258	6527.969	9567.611	9185.978	9984.146	14729.518	8867.237	11423.009	10001.249	7753.647	7910.526	8833.818	6971.541	7383.202	6807.161	5558.879	7777.387	5812.666	8336.844
ENSG00000007402	5807.309	5626.174	4058.999	4831	4585.327	7899.348	3089.603	5611.686	4442.021	5056.319	10535.016	3516.045	4706.502	5050.869	3458.41	3370.562	3808	3570.207	4472.735	4214.668	4073.983
ENSG00000007516	914.999	846	620.999	935.001	797	1149	450.999	789.998	647.051	521.095	440.002	462.001	849	858.021	570	647.301	661.001	549	926.999	695.021	765.001
ENSG00000007520	4225.182	4943.012	4019.929	3219.183	4070.716	3376.092	4576.072	5353.198	4435.794	3516.088	3924.147	4421.676	3429.033	2917.513	3377.133	3507.479	3905.314	4493.007	2879.713	2818.295	3504.033
ENSG00000007541	1589.649	3133.832	3985.002	1525.275	3441.341	3382.15	3637.618	3787.422	2640.309	3882.791	4114.98	3883.517	2380.841	2709.14	3108.732	2472.178	2482.107	2549.331	2520.7	2667.402	2781.996
ENSG00000007545	3675.346	4071.096	3560.722	3153.068	3619.543	3697.154	2955.154	4701.977	3354.191	3104.864	5186.051	3420.005	3220.182	3495.824	3571.196	2739.901	3229.807	2613.363	3034.889	2748.866	3312.349
ENSG00000007866	8615.531	7428.188	6122.208	7022.402	5026.875	5228.316	3984.588	6824.049	6001.925	4556.541	6953.087	4654.894	4842.139	4636.999	3649.183	4419.156	4202.437	4855.093	4871.567	4234.475	5075.15
ENSG00000007908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007923	7093.659	9148.229	10988.18	5764.822	10989.426	11053.196	12499.047	15433.984	11614.993	11994.04	10342.799	12434.496	10057.149	11114.076	12756.675	10653.859	11075.546	12323.061	9532.2	9973.229	11304.271
ENSG00000007933	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	1
ENSG00000007944	2257.113	2614.842	2244	1767.58	3246.694	3342.301	3718.689	6031.863	4533.04	4786.915	4434.698	4117.733	6867.043	6641.221	4451.136	4083.763	4865.205	4594.899	4666.175	4393.649	5416.457
ENSG00000007952	8	1	0	3	3	4	0	2	0	0	2	0	2	3	0	0	0	1	0	1	0
ENSG00000007968	721	1076.037	841	609.074	700	1058.017	705.002	1364.332	1045.109	475	968	1074.028	915.071	453	674.037	422	558.029	765	497	743	730
ENSG00000008018	16961.97	17402.059	15234.242	13608.926	16258.459	14782.803	20415.124	24023.647	18174.735	17537.319	13980.347	15344.149	16774.14	15235.535	15331.065	13039.306	13584.717	16068.966	13447.902	12251.53	16370.514
ENSG00000008056	1431.162	1524.05	1603.53	1083	1703.599	1915.008	1859.572	2419.416	1768.065	584	1489.036	1723.037	488	420	424.004	809.001	924.454	749.125	299	388	466
ENSG00000008083	34781.203	33131.591	32984.201	28320.358	35222.033	28625.377	27972.795	53415.152	39202.377	28654.847	33405.588	36146.499	37590.141	42067.903	37973.113	41018.383	55865.27	47471.66	35847.372	36917.874	35156.99
ENSG00000008086	1363.701	1556.125	1235.999	1075.117	1302	1191.001	1135.011	1751.044	1504.481	1169	2399.592	1386.029	1653.002	2108.312	1676.014	1580.975	2093.113	1360.141	1449	1393.227	1508.005
ENSG00000008118	116	153	58	156	127	475.047	140	145	115	47.002	239	112.015	52	56	24	38	41	39	55	49	40
ENSG00000008128	3551.851	4076.772	3801.936	3214.281	4119.901	4689.752	5502.564	8557.983	6407.442	5079.749	5280.913	5266.334	3300.066	3529.919	2908.544	2929.89	3256.515	2717.122	3070.143	2668.273	3220.403
ENSG00000008130	6823.623	7234.607	6063.001	5686.281	7047.042	6983.695	7740.178	12001.42	8238.992	9037.294	8556.408	7546.526	9103.522	10986.495	8152.306	6609.448	8760.6	7534.918	7570.902	6422.832	8366.873
ENSG00000008196	0	1	1	0	2	6	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008226	59	98	138	52	56	52	30	70.001	108.001	32	140	64	29	18	27.008	104	108	64.227	26	37	28
ENSG00000008256	2707.92	2721.343	2315.12	2169.862	2445.836	2267.685	2619.999	3846.687	2956.004	2622.558	2521.654	2386.62	2619	3036.353	2344.38	2701.951	2624.726	2726.357	2658.311	2268.189	2957.269
ENSG00000008277	2209.528	1997.114	1638.36	1671.215	1736.169	2180	1686.247	2695.001	2219.124	1094.024	1847.079	1902.025	1064.125	928	704.886	1290.004	1380.051	1169.187	1316.755	1226	1405.006
ENSG00000008282	9673.819	7924.629	6742.908	7123.282	7523.201	7355.787	8121.589	11223.914	8668.598	7924.307	7465.451	7535.002	8314.296	7601.162	5924.726	7004.166	7736.398	6995.096	7324.167	5709.606	6799.929
ENSG00000008283	2859.283	2966.999	3028.999	2505.443	2572.583	2853.924	2646.922	3502.525	2791.85	2875.476	2638.644	3167.262	4022.133	2353.418	3683.938	3146.018	3214.626	3660.426	2182.09	2514.168	3066.685
ENSG00000008294	8694.95	9026.078	5687.472	7118.933	7847.194	7157.682	8467.102	13410.253	8705.586	5875.975	9158.695	7344.2	5781.05	8380.406	6135.001	6578.748	6383.79	6239.419	5861.7	4254.78	5690.823
ENSG00000008300	4629.391	4403.863	4076.277	3734.355	3952.092	4110.731	3482.095	5416.896	4282.385	3592.994	5757.724	4072.028	3625.684	2648.107	2049.566	2387.747	2143.207	1769.33	3292.587	2467.138	3071.051
ENSG00000008311	41769.751	51378.569	50199.162	32310.265	59915.359	28705.197	35835.55	100122.561	77064.503	22851.308	73847.64	53076.408	22687.928	37449.745	27448.981	54483.417	55416.557	46382.297	27622.563	27316.022	26989.951
ENSG00000008323	2023.876	2247.322	1440.001	1761.551	2034.195	1996.311	2148.808	3501.507	2406.54	2148.999	2700.225	2074.999	2437	2204	1437.132	1861.75	2450.968	2243.357	1556	1411.405	1843.415
ENSG00000008324	2092.933	2398.013	2202.292	1736	2068.806	2914.367	2560.013	3182.071	2384.358	2288.648	1889.435	2460	2150.112	2016.6	2519.944	2361.319	2198.847	2493.898	1802	1878.386	2129.596
ENSG00000008382	1124.015	1162.076	866.928	895.048	1208.683	1096.533	1553.158	1948.244	1296.184	1605.783	1756.114	1308.987	1363	1062.001	987.802	885	1083.198	1018.171	1178.391	1126.985	1405.968
ENSG00000008394	35138.433	32696.502	26949.148	29377.344	25075.486	27982.3	28071.14	38872.863	32750.084	25860.14	25854.958	29000.336	28517.225	19913.402	20567.682	24700.575	24523.081	29480.824	19657.331	20979.724	23007.162
ENSG00000008405	5151.275	3657.427	3527.171	4320.317	3948.177	3580.277	3719.381	5417.641	4131.027	3277.208	4464.893	3884.688	4131.878	4137.978	2672.286	3491.888	3335.914	2818.328	3955.295	2553.624	3339.569
ENSG00000008438	0	0	2	4	3	1	1	2	0	0	0	0	2	0	1	1	1	5	1	1	2
ENSG00000008441	8	10	9	3	6	9	9	22	22	83	28	19	73	157.001	142.001	87.001	220	177	37	67	80
ENSG00000008513	2059.356	1682.203	963.002	1585.922	912.16	770	650.043	1265.077	1175.001	502	745	967.067	695.065	469.068	430	845.474	627.009	823.999	515.999	390	564.01
ENSG00000008516	5428.891	5422.8	4197	4022.546	4274.704	3948.949	5539.562	6499.691	4495.368	8317.615	3822.361	4583.132	9107.122	8600.74	7564.356	5333.99	5119.62	6229.235	6728.596	6211.329	7417.582
ENSG00000008517	327.999	686.002	356.999	190	75.998	27	153.202	220.003	295.002	119.998	153.001	185.998	137.001	124	112	437.968	256.001	498.124	89.999	90.438	86.999
ENSG00000008710	7564.515	6928.872	6370.052	6677.828	6886.326	6528.539	4329.865	8655.065	6595.167	5467.95	6761.263	5651.354	5019.144	5525.65	3335.136	4399.199	4039.446	3596.109	5068.837	3690.834	4813.809
ENSG00000008735	144	198	396	83	164	181	177	152	92	384.022	131	185.01	205	174	263	409.004	490	496.533	133	245	367
ENSG00000008838	8611.539	9819.846	9291.648	7588.685	9873.083	9514.042	10999.829	14250.268	10064.491	9870.03299999999	13015.647	10592.128	9948.131	8832.13	9882.997	9124.918	9723.354	10755.682	9491.627	9513.673	11824.483
ENSG00000008853	1222.058	1783.007	1584.151	934.319	1447	1749.018	1421	1931	1435	896	1364.103	1322.014	816.179	824.999	586.231	1074.114	1098	1006.093	873.062	722	832.541
ENSG00000008869	2333.261	2346.177	2220.001	1862.556	2524.56	1924.477	2187.858	3091.055	2215.12	1953.039	2672.505	2001.802	1702.102	2606	1909.324	2235.171	2407.549	1913.493	2243.108	1620.016	2225.046
ENSG00000008952	8013.52	7537.176	7207.863	6368.273	7084.501	7527.418	7946.686	9629.751	7410.001	6624.524	7454.407	6876.489	7207.711	7286.152	8095.356	7841.628	8330.139	8231.926	6298.766	5796.072	6085.254
ENSG00000008988	59438.6	55666.94	45477.127	54298.192	51162.645	49004.857	53607.028	75876.25	56511.627	58552.488	52798.559	48643.9	56003.636	56368.768	50034.642	41973.321	51673.202	51624.757	45969.865	42543.34	49109.635
ENSG00000009307	84452.171	76415.129	59296.914	65741.262	68893.717	69347.479	73637.476	106863.653	76873.171	57278.164	75173.394	72514.678	63341.005	62653.791	64479.808	64313.256	63191.105	69887.684	62896.329	56407.353	66681.398
ENSG00000009335	6601.089	9174.737	8339.876	5256.318	8776.893	8248.857	10184.673	14154.631	10984.497	9406.701	9747.088	10402.57	9835.032	10915.03	12145.51	10879.946	10509.026	11881.485	9501.258	8336.982	10885.217
ENSG00000009413	1479.002	1443.405	783.001	1141.201	1191.688	1319.653	807.06	1798	1356.526	703	1277.952	990.572	773	1275.82	818.999	750.011	792.176	739	875.004	645.001	677.939
ENSG00000009694	586.119	924.107	583.035	455	744.087	656.229	299	781.014	861.001	874.014	352	578.016	1052.115	1554	791	1463.071	1476	1306	800	678.028	677.001
ENSG00000009709	29	19	25	38	87	78.004	22.001	25	16	211.048	70	40	1620.874	872.038	731	504.085	782	625.009	1067.144	783.007	919.138
ENSG00000009724	16	14	60	17	41.002	10	33	60	36	37	20	26	13	9	21	19	16	14	12	20	19
ENSG00000009765	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000009780	1163.023	1089.011	753.968	918.001	1002.999	975.001	1048.269	1389.979	1074.475	1110.98	1047.086	911.953	1090.999	1245.864	1053.001	756.2	951.784	879.009	942.986	839.007	1133.999
ENSG00000009790	0	0	0	0	3	1	1	7	0	0	1	0	0	1	0	1	0	1	0	1	0
ENSG00000009830	3378.724	3268.428	3353.898	2908.114	2785.002	2839.762	3008.156	4432.463	3168.08	2372.004	2880.076	3497.018	2076.756	2172.001	2142.992	2575.371	2248.219	2543.535	1785.141	1928.029	2396.085
ENSG00000009844	8371.203	9082.872	6814.755	6323.192	7392.265	7684.789	7868.295	10477.187	8160.238	6937.451	6980.835	7362.896	8106.31	7678.859	7722.683	7444.392	7520.841	8888.154	6918.434	7153.472	8249.198
ENSG00000009950	1071.014	1067.96	736	932.326	562.013	1477	400.003	1363.004	980.001	707.375	3480.253	742.029	792.001	690	197.999	323.001	324.002	374	647.101	558	512.002
ENSG00000009954	8318.171	10514.083	10062.62	6497.953	10671.445	8790.818	11969.262	15057.171	10419.053	10485.549	14492.864	10318.279	11330.253	12154.136	11789.566	10382.68	10997.976	7857.47	10241.608	7995.904	11259.257
ENSG00000010017	6045.998	6543.253	5132	4715.936	5580.773	6946.519	6181.852	9389.508	6731.25	5658.014	7785.838	5519.211	6270.806	6127.318	5893.677	5499.058	5816.684	6090.496	5402.1	5265.406	6175.155
ENSG00000010030	119	113	44	84	103.001	97	39.999	158	151.999	56.999	184.04	81.017	28	53	16	35.999	95	49	88.999	55.999	54
ENSG00000010072	878.032	1277.784	1030	636	1150.002	1786.094	1425.046	1753.003	1313.633	1172.125	1296.001	1378.34	1282.999	1080.999	1246.018	1190.681	1412.463	1406.075	1008.102	1209.66	1112
ENSG00000010165	4336.22	4770.632	5807.763	3133	4476.074	4942.952	5554.919	7617.42	5664.217	4143.517	4606.809	6551.265	3995.999	4034.147	4176.588	5612.422	5614.142	5772.162	3574.287	3393.784	3841.107
ENSG00000010219	343.001	301.999	317	335.741	341.999	445.017	410.043	483.001	386.034	411.348	407.583	299	526.061	345.998	284.003	292.138	308.001	349.999	365	308.038	414.02
ENSG00000010244	28599.201	26958.578	29221.088	24737.888	31926.234	27535.112	35293.523	46611.971	33066.561	29204.801	33248.632	30897.89	28261.534	27748.496	32700.593	27883.024	25607.975	30210.277	24244.721	25044.928	30604.113
ENSG00000010256	18506.7	17660.551	15195.335	14807.687	18223.315	17776.461	20008.811	25349.134	19586.281	19558.066	17583.094	16905.675	18701.664	15444.552	16273.043	15235.856	17373.974	18073.972	15754.425	14868.737	17896.195
ENSG00000010270	4832.259	4718.23	3476.78	4084.719	3798.464	3441.37	4147.79	5433.513	4413.267	3663.978	3861.952	3220.128	4198.977	3168.846	2964.122	3427.257	3594.206	3914.743	2858.518	2567.152	2867.47
ENSG00000010278	13309.594	12271.651	11403.651	11518.887	12873.744	13025.969	15695.699	20941.072	17477.677	25698.209	10697.949	12639.149	31225.931	26947.513	25271.671	17994.221	23276.271	22615.863	23960.951	22092.21	23267.521
ENSG00000010282	3	3	0	2	3	14	2	8	13	2	12	2	5	3	8.211	9	14	8	12	4	3
ENSG00000010292	39847.718	29644.325	21412.857	31810.547	29347.467	32908.306	31121.107	53233.333	37214.568	26789.06	31413.606	30836.899	24950.126	27756.324	18941.812	20658.407	23168.214	21700.579	25864.488	20510.941	26517.283
ENSG00000010295	967.363	1168.022	1385.998	945	1532	1225.063	1563	1716.033	1262.018	1509.001	1600.075	1278.002	977	1141.001	1012.13	1068.563	1175.048	676	1024	756.151	1103.09
ENSG00000010310	46	69	38	42	62.999	85	38	102	57	55	85	48	42	86	24.001	31	20	33	33	28	28
ENSG00000010318	474.351	771.152	387	411.136	571.329	1100.935	597	1411.131	970.012	657.999	861.096	627.209	733.549	1042.339	570.199	506	572	620	686.448	557	736.999
ENSG00000010319	396.004	638.782	543	268	468.055	551	362.319	655	457.001	148	679.055	518	198	198	194	293.012	231	288	168.006	168.114	184
ENSG00000010322	10075.073	10401.865	9574.991	8658.843	8996.051	9535.629	8015.62	10583.291	9021.174	6152.285	13303.213	9179.5	6494.727	6438.52	6130.187	7164.847	7019.46	6800.441	7610.376	6636.653	6781.306
ENSG00000010327	234.001	209	100	199.999	205.016	199.001	144	403	274	39	223	173	48.001	57.001	33	67	90	76	57	48	68
ENSG00000010361	1915.011	1624.026	1231.999	1537.557	1798.997	2099.771	2629.206	3376.349	2441.897	2167.593	2312.653	2236.952	2441.371	1823.616	1801.195	1446.14	1642.106	1787.527	1873	1826.264	2204.673
ENSG00000010379	7	2	1	5	2	1	1	18	6	4	4	7	14	5	1	5	4	4	4	5	4.001
ENSG00000010404	6827.7	7117.282	4758.637	5499.12	4972.084	9120.13	7931.529	10714.729	7030.471	3148.679	8906.706	6107.544	2692.833	2283.48	1872.466	3768.447	3170.112	3647.772	3137.241	2518.77	2401.847
ENSG00000010438	53	68	35	86	38	90.086	29	96	92	7	52	39.596	1	4	3	18	32	14	9	7	11
ENSG00000010539	605.464	792.011	1230.999	514.999	919	867.018	1443.813	1538.002	1064.22	1105.75	1021.001	1115.348	953.01	736	1201.02	902.532	1074.004	934.077	674.999	796	940.572
ENSG00000010610	959.001	770.001	338.398	755	429.999	1354.001	162	576	421	217	1095	290.001	234	206	104	160	164.001	136	186	196.001	211
ENSG00000010626	226.33	186.714	64.069	201.799	148.369	226.219	133.657	291.694	167.325	267.044	248.479	119.429	202.726	250.485	106.953	86.759	105.322	97.961	294.661	230.613	270.011
ENSG00000010671	40	57	34	46	55	31	44	92	89	35	69	63	78	44	21	22	30	39	12	26	47
ENSG00000010704	141	139	122.999	117	130	229.066	205.999	266	225	155	171.007	199	208	164.001	128	147.999	140.999	164	190	172.001	142
ENSG00000010803	1993.358	2059.124	1713.001	1742.731	2213.311	2456.979	2471.373	3670.336	2515.733	2238.036	2295.176	2258.438	1943.002	1526.256	1144.033	1499.717	1429.075	1669.001	1526.174	1529.004	2096.142
ENSG00000010810	11032.487	10612.572	6573.419	9279.539	7616.849	8083.662	7999.875	13477.041	10964.054	3529.992	9151.878	9320.021	4269.193	4116.044	2515.894	5282.831	4596.962	5504.968	3129.113	2850.596	3454.718
ENSG00000010818	1456.485	1159.012	812	1038.132	1187.21	1083.006	1064.003	1417.041	1336	1490.023	1399.48	764	1682.375	2018.007	1315	1099.427	1190.001	887.016	1957.008	1062.102	1776.452
ENSG00000010932	5	0	3	2	1	8	0	4	5	7	56	3	1	2	0	0	10	1	0	1	0
ENSG00000011007	6767.767	7984.099	7355.791	6582.853	7296.809	5600.169	7560.953	9841.288	7073.374	6207.093	6294.243	8224.236	6376.522	6663.417	9310.431	6909.164	7169.794	8536.746	5289.557	6541.5	7460.603
