JL	Control_1	Control_2	Control_3
ENSG00000040199	1515.661	2783.258	1946.293	2933.369
ENSG00000040275	1197.193	10733.912	10643.967	6885.009
ENSG00000040341	2357.044	2763.868	2330.433	2112.653
ENSG00000040487	992.02	995.356	807.004	626.602
ENSG00000040531	2656.037	1173.002	782.669	710.999
ENSG00000040608	5	8	39	8
ENSG00000040633	3866.772	4759.579	4259.44	3699.276
ENSG00000040731	116	353	72	73
ENSG00000040933	2628.084	3228	2912.002	2857.597
ENSG00000041353	148.025	300	150	3
ENSG00000041357	6341.687	8924.34	7309.994	7417.278
ENSG00000041515	74.002	8	70	5
ENSG00000041802	2407.089	3368.431	2203.986	2456.249
ENSG00000041880	1867.001	5241.735	4006.352	2216.083
ENSG00000041982	173632.188	152521.461	120554.024	254739.216
ENSG00000041988	673.008	827.167	781.999	669.001
ENSG00000042062	2457.107	109	10	8
ENSG00000042088	621.179	2200.648	1114.078	1225.002
ENSG00000042286	2197.256	1452.97	1852.474	1623.401
ENSG00000042304	0	0	0	0
ENSG00000042317	847.018	823.202	508.001	474
ENSG00000042429	1958.074	2910.993	1842.502	2044.196
ENSG00000042445	4430.893	4567.416	6886.664	3401.588
ENSG00000042493	8579.612	18496.032	14570.945	9862.356
ENSG00000042753	8093.253	11779.59	12588.056	9607.974
ENSG00000042781	16.001	7	11	6
ENSG00000042813	0	0	0	0
ENSG00000042832	61	15	70	13
ENSG00000042980	5	59.999	1119	21
ENSG00000043039	0	0	0	0
ENSG00000043093	3236.082	4266.441	3540.111	4483.657
ENSG00000043143	1931.606	4642.532	1889.237	1869.222
ENSG00000043355	0	331	2	0
ENSG00000043462	0	0	1	0
ENSG00000043514	856.24	1132.269	874	877.281
ENSG00000043591	1	0	0	0
ENSG00000044012	0	0	0	0
ENSG00000044090	5146.299	5225.392	4507	4128.629
ENSG00000044115	26148.121	46880.24	36941.499	37218.164
ENSG00000044446	964.001	2332.177	1155.022	1390.223
ENSG00000044459	1727.109	2458.338	688	1088.137
ENSG00000044524	32	2	4	462.038
ENSG00000044574	56843.652	97779.193	87851.943	98757.687
ENSG00000046604	43	105	19	660.053
ENSG00000046647	695	698.999	499.999	473
ENSG00000046651	1082.489	1189.999	760.004	735.982
ENSG00000046653	130	2	54	0
ENSG00000046774	0	65	11	17
ENSG00000046889	1259.003	11	7	46
ENSG00000047056	1823.013	2681.957	2353.185	1716.417
ENSG00000047188	2699.335	3209.652	3046.935	2842.62
ENSG00000047230	1011.105	1406	903.019	875
ENSG00000047249	3177.257	4068.279	3298.099	2667.915
ENSG00000047315	9128.265	11270.242	9272.471	8239.835
ENSG00000047346	2558.243	2917.162	2745.038	1825.015
ENSG00000047365	5	0	1	0
ENSG00000047410	10825.292	18693.891	9235.151	11242.494
ENSG00000047457	12	0	1	3
ENSG00000047578	1728.842	2468.044	2027.199	1592.896
ENSG00000047579	1033.991	816.001	498.99	608.83
ENSG00000047597	0	0	0	0
ENSG00000047617	0	0	1	0
ENSG00000047621	2093.167	3425.513	1938.57	2289.444
ENSG00000047634	2878.399	2791.395	1368	1926.08
ENSG00000047644	3621.221	4938.172	4080.627	3034.872
ENSG00000047648	348.999	95	94	72.999
ENSG00000047662	36	25	7	14
ENSG00000047849	30495.767	58678.441	42007.748	39963.196
ENSG00000047932	5323.639	9422.256	7714.351	7131
ENSG00000047936	9	67	24	8
ENSG00000048028	2591.005	2694.397	1568	1675.093
ENSG00000048052	836.124	658	778	637.118
ENSG00000048140	3285.286	5486.531	4423.902	4349.314
ENSG00000048162	839.284	1318.337	1323.001	1400.996
ENSG00000048342	1339.072	1980.362	1060.002	1054.999
ENSG00000048392	4052.12	5240.984	8886.786	4673.628
ENSG00000048405	1247.376	2059.116	1433.002	1378.262
ENSG00000048462	0	3	3	1
ENSG00000048471	5303.34	5918.016	4115.502	3585.799
ENSG00000048540	35	6	0	1
ENSG00000048544	3668.759	5210.228	4041.234	3944.543
ENSG00000048545	6	10	0	0
ENSG00000048649	3484.719	4824.531	3949.67	3659.233
ENSG00000048707	5003.385	5778.143	5546.755	4829.031
ENSG00000048740	16166.419	1597	369	2183.001
ENSG00000048828	16119.406	28132.002	16990.031	17842.276
ENSG00000048991	2135.489	4782.741	2913.524	2559.366
ENSG00000049089	199	214	212.001	125
ENSG00000049130	8371.71	14432.005	3440.652	4411.855
ENSG00000049167	574.901	923.268	936.001	788.726
ENSG00000049192	206.001	2308.258	1196.161	1410.043
ENSG00000049239	12762.999	9366.519	6180.148	6112.089
ENSG00000049245	9655.44	19213.246	15560.832	11940.978
ENSG00000049246	2024.139	3681.427	2271.028	1837.239
ENSG00000049247	6	0	2	3
ENSG00000049249	3	1	7	1
ENSG00000049283	0	0	0	0
ENSG00000049323	27410.604	50210.925	8225.041	40322.096
ENSG00000049449	49597.39	50768.427	53123.922	34398.36
ENSG00000049540	61375.591	128674.906	134608.22	74036.151
ENSG00000049541	710.999	3293.322	864.999	1474.767
ENSG00000049618	5040.638	5793.769	3713.902	4098.538
ENSG00000049656	5740.32	5081.632	9520.254	6330.754
ENSG00000049759	521	886.31	109	2244.914
ENSG00000049768	3	18	10	3
ENSG00000049769	400	490	624	320
ENSG00000049860	25072.865	10482.004	13363.016	11356.065
ENSG00000049883	879.113	1576.12	1016.036	946.788
ENSG00000050030	1	1	2	1
ENSG00000050130	2999.962	6221.626	6300.375	4380.254
ENSG00000050165	14668.319	81402.838	208128.199	56261.474
ENSG00000050327	522.986	421.051	205.244	240.675
ENSG00000050344	32	43	58	29
ENSG00000050393	2230.737	3148.272	2716.361	2505.25
ENSG00000050405	25465.113	69149.289	55122.062	49947.7
ENSG00000050426	2719.301	2143.998	2561.21	1576.228
ENSG00000050438	283	1673.003	895.026	898.002
ENSG00000050555	21	1	2	0
ENSG00000050628	503.999	830.001	121	2255.363
ENSG00000050730	32.999	163.009	136	128
ENSG00000050748	3556.527	5216.396	3955.03	3682.412
ENSG00000050767	4	0	106	0
ENSG00000050820	1994.538	4397.508	6852.772	5631.525
ENSG00000051009	1311.301	2280.312	1811.001	1628.859
ENSG00000051108	9384.868	15450.472	15137.216	9328.515
ENSG00000051128	3737.065	8531.243	3411.493	5171.59
ENSG00000051180	260	1898.104	443.002	767.308
ENSG00000051341	130	2508.865	204	1140.836
ENSG00000051382	1106.657	1727.244	1605.999	1180.974
ENSG00000051523	2320.869	3481.115	6603.957	2008.938
ENSG00000051596	787.185	2005.729	1036.162	1088.31
ENSG00000051620	3931.994	6706.521	7138.326	4000.122
ENSG00000051825	699.999	2875.745	1190.073	1620.399
ENSG00000052126	3018.826	3713.013	2060.148	1069.952
ENSG00000052344	0	0	0	0
ENSG00000052723	4158.735	4224.088	3321.549	3423.09
ENSG00000052749	1642	1811.058	1787.07	1368.403
ENSG00000052795	2572.665	4007.469	5358.369	1930.229
ENSG00000052802	19432.631	5251.239	3333.028	3243.081
ENSG00000052841	5955.459	8493.758	6248.213	5045.362
ENSG00000052850	211	14	15	10
ENSG00000053108	0	0	0	0
ENSG00000053254	11794.196	5182.759	5759.003	4542.948
ENSG00000053328	153	11	0	8
ENSG00000053371	3055.738	3740.93	3038.691	2792.126
ENSG00000053372	1730.001	3103.837	2097.117	2634.088
ENSG00000053438	78	14	5	7
ENSG00000053501	1186.014	808.999	896.078	815.172
ENSG00000053524	8	2	1	5
ENSG00000053702	0	0	5	7
ENSG00000053747	98	631.765	227.001	306.103
ENSG00000053770	3130.283	4123.651	3105.119	2637.221
ENSG00000053900	1778.134	2805.613	2324.621	2054.915
ENSG00000053918	0	0	0	0
ENSG00000054116	4410.238	4370.625	4802.413	4530.342
ENSG00000054118	10408.026	22358.919	13786.176	14507.523
ENSG00000054148	3817.246	4756.05	6561.961	6059.919
ENSG00000054179	0	0	0	4
ENSG00000054219	311	126	8	53.025
ENSG00000054267	3046.073	4239.632	3402.328	3015.38
ENSG00000054277	704.065	650.429	1505.362	511.419
ENSG00000054282	845.557	747.988	1115.845	319.974
ENSG00000054356	1047	2224.177	3808.247	67
ENSG00000054523	5244.591	9597.691	8743.686	7802.867
ENSG00000054598	900	5199.723	1515.871	1326.028
ENSG00000054611	1819.004	2956.041	2359.305	1896.183
ENSG00000054654	1512.028	1661.042	321.999	1843.039
ENSG00000054690	44	14	11	34
ENSG00000054793	5721.567	6232.352	6604.625	4883.412
ENSG00000054796	0	0	0	0
ENSG00000054803	0	0	0	0
ENSG00000054938	8	0	0	1
ENSG00000054965	5442.134	7389.112	5806.266	5678.399
ENSG00000054967	121.999	648.017	347.001	468.004
ENSG00000054983	3336.434	2098	1719.419	1237
ENSG00000055044	2465.762	4571.997	2689.664	2974.273
ENSG00000055070	15080.715	23199.406	17724.784	16902.68
ENSG00000055118	0	4	0	3
ENSG00000055130	5038.874	8250.568	4992.946	5170.319
ENSG00000055147	2317.508	2775.362	2391.156	2453.271
ENSG00000055163	465.002	104	157	273.88
ENSG00000055208	7439.796	9069.131	7966.095	6712
ENSG00000055211	7910.73	7031.264	9136.923	5323.168
ENSG00000055332	6041.33	8682.126	6174.121	5844.714
ENSG00000055483	3128.664	3630.431	2830	2279.779
ENSG00000055609	5311.316	4992.19	4742.951	4288.591
ENSG00000055732	460.001	29	4	3
ENSG00000055813	98	1179	4056.251	2627.019
ENSG00000055917	6685.615	9897.256	7630.253	6894.962
ENSG00000055950	2031.249	3751.956	2554.042	2497.092
ENSG00000055955	43.197	15.51	79.159	20.923
ENSG00000055957	0	0	0	0
ENSG00000056050	1786.017	2225.058	1170.761	1331.336
ENSG00000056097	8421.511	13532.132	9672.331	8347.95
ENSG00000056277	359	487	305	334.467
ENSG00000056291	0	0	0	0
ENSG00000056487	1	0	0	0
ENSG00000056558	218	313	195	213
ENSG00000056586	4239.154	7304.193	6975.915	9242.353
ENSG00000056736	76	130	56.001	50.001
ENSG00000056972	3511.3	4174.335	1334.422	1683.184
ENSG00000056998	295.024	309.703	574.017	360.002
ENSG00000057019	7488.25	28399.964	15363.202	31720.588
ENSG00000057149	0	0	0	0
ENSG00000057252	7702.193	6677.329	5162.63	5588.324
ENSG00000057294	1	4	0	0
ENSG00000057468	4	9	14	0
ENSG00000057593	6	113	18	17
ENSG00000057608	22677.148	31998.1	22023.608	22859.305
ENSG00000057657	1197.633	965.001	1243.303	174
ENSG00000057663	2587.972	3838.433	2983.086	2706.397
ENSG00000057704	52	0	1	1
ENSG00000057757	2493.777	4182.143	3155.089	1921.074
ENSG00000057935	2351.418	3014.851	2164.999	2237.988
ENSG00000058056	1703.164	3548.528	3077.299	2552.801
ENSG00000058063	6705.006	8739.755	7608.187	8845.497
ENSG00000058085	326.012	1091.121	271	280
ENSG00000058091	4043.213	4904.128	2152.01	1774.463
ENSG00000058262	46212.822	68746.211	60183.911	44407.78
ENSG00000058272	6174.034	30764.495	18409.071	20627.734
ENSG00000058335	6	4	1	0
ENSG00000058404	12	50	29	6
ENSG00000058453	1729.091	1648.002	1259.983	1156.836
ENSG00000058600	1533.013	2000.939	1776.704	1563.191
ENSG00000058668	20676.581	69668.991	45617.661	39065.038
ENSG00000058673	12412.884	15035.514	14947.713	10582.88
ENSG00000058729	2036.006	3107.127	2459.005	2368.237
ENSG00000058799	1333.358	1996.92	1329.363	1240
ENSG00000058804	1287.007	4120.656	1149	1711
ENSG00000058866	0	49	11	70
ENSG00000059122	2653.16	3124.484	3489.366	2104.995
ENSG00000059145	1754.222	2427.432	2803.059	2006.257
ENSG00000059377	2	57	3	31
ENSG00000059378	526.036	1207.187	407.999	612.164
ENSG00000059573	6544.935	8393.305	9227.93	9863.067
ENSG00000059588	1208.936	1511.001	1747.077	1947.167
ENSG00000059691	1139.153	1841.85	1116.478	1023.07
ENSG00000059728	964	1257.183	1175	576
ENSG00000059758	3106.39	6352.799	3702.944	3401.766
ENSG00000059769	987.187	1463.962	1129.757	809.404
ENSG00000059804	8302.026	5389.087	4364.924	5366.713
ENSG00000059915	125	128	23	35
ENSG00000060069	1415.269	2062.599	1504.267	1287.982
ENSG00000060138	14934.391	16913.209	14203.598	10113.069
ENSG00000060140	7	350	441	125
ENSG00000060237	14595.572	19554.17	16857.946	14394.806
ENSG00000060303	0	0	0	0
ENSG00000060339	5588.482	9950.03	6109.997	6802.669
ENSG00000060491	2679.075	4853.945	3325.885	2829.001
ENSG00000060558	0	4	0	0
ENSG00000060566	0	1	0	0
ENSG00000060642	1082.841	1401.655	1164.003	819
ENSG00000060656	4025.396	1650	1830.291	495
ENSG00000060688	1580.216	2718.001	1842.212	1964.538
ENSG00000060709	8	2	0	0
ENSG00000060718	11140.989	1237	6570.377	1022.091
ENSG00000060749	3414.201	6101.368	3078.708	3652.777
ENSG00000060762	1557.024	2247.976	1909.512	1591.624
ENSG00000060971	2147.889	3337.617	3382.219	2732.001
ENSG00000060982	9950.877	25572.211	19825.354	12826.677
ENSG00000061273	7767.208	11838.136	8430.143	7425.46
ENSG00000061337	90	1221.018	928.06	719.036
ENSG00000061455	74	112	49	63
ENSG00000061492	0	0	0	0
ENSG00000061656	78	104.999	80.475	75
ENSG00000061676	21077.447	31616.868	24823.813	20866.905
ENSG00000061794	3036.916	4266.29	3280.451	3411.192
ENSG00000061918	805.48	386.02	71	128.01
ENSG00000061936	3234.563	5041.071	3462.114	3616.581
ENSG00000061938	1652	3086	3364	2266.987
ENSG00000061987	4285.373	6515.438	5462.811	5578.77
ENSG00000062038	4	2	0	3
ENSG00000062096	2	0	5	1
ENSG00000062194	4532.036	6194.505	3996.288	3902.728
ENSG00000062282	62	113	5	15
ENSG00000062370	460.002	658.026	495.039	469
ENSG00000062485	9998.37	15809.852	9229.283	11039.268
ENSG00000062524	21	128.013	168.001	23
ENSG00000062582	2516.221	4278.408	4230.323	3033.425
ENSG00000062598	3301.394	5169.72	4591.36	3666.283
ENSG00000062650	3956.147	6631.989	4820.088	5071.063
ENSG00000062716	14621.557	19855.08	15189.338	17076.123
ENSG00000062725	4337.583	6182.279	4925.325	4368.284
ENSG00000062822	838.073	2943.07	753.999	1449.532
ENSG00000063015	0	0	1	0
ENSG00000063046	64092.931	35847.785	29801.31	31286.612
ENSG00000063127	26	1	4	3
ENSG00000063169	749.472	1645	777	862.008
ENSG00000063176	1124.001	1803.348	1512.033	926.999
ENSG00000063177	34433.143	19830.528	24997.192	25149.361
ENSG00000063180	213.011	62	72	9
ENSG00000063241	1765.063	3357.469	3057.304	2176.004
ENSG00000063244	10760.262	19937.4	11200.697	12600.388
ENSG00000063245	6634.883	14714.276	7957.281	7239.015
ENSG00000063322	3661.441	5376.745	3130.874	2720.644
ENSG00000063438	128.811	1092.207	236.798	516.753
ENSG00000063515	0	0	0	0
ENSG00000063587	1826.007	2786.524	2343	1990.031
ENSG00000063601	1718.034	3695.003	2656.674	1973.176
ENSG00000063660	7738.354	23915.495	39785.634	21200.106
ENSG00000063761	634.198	315.001	346.999	186
ENSG00000063854	1834.07	1708.709	2924	2367.682
ENSG00000063978	4363.516	9151.447	5460.889	5979.512
ENSG00000064012	884.11	1383.001	906.998	1042.069
ENSG00000064042	2107.26	4490.635	3587.603	3977.817
ENSG00000064102	1560.825	2596.725	1669.756	2060
ENSG00000064115	4350.256	5037.963	5433.244	4806.067
ENSG00000064195	1	77	11	19
ENSG00000064199	431.267	1199	382.824	683.763
ENSG00000064201	9	4	15.001	4
ENSG00000064205	23989.401	413.999	489	63
ENSG00000064218	0	0	0	0
ENSG00000064225	274.001	51	2	22
ENSG00000064270	2	0	5	9
ENSG00000064300	55	194	17	1430.293
ENSG00000064309	6545.774	1737.067	1198.999	2137.017
ENSG00000064313	2827.348	5234.101	3455.787	3983.731
ENSG00000064393	2226.017	5869.462	2968.013	4658.858
ENSG00000064419	3909.176	7890.938	4711	5211.606
ENSG00000064489	150.393	232.87	152.896	155.161
ENSG00000064490	1810.658	2039.007	1432.577	1578.688
ENSG00000064545	764.031	1139	910.234	633.25
ENSG00000064547	180	121.018	217	75
ENSG00000064601	41546.478	23747.542	20205.178	17695.28
ENSG00000064607	5303.411	11193.855	8823.406	8037.613
ENSG00000064651	1900.03	2402.576	1519.003	1915.251
ENSG00000064652	679.626	1714.848	1158.999	1033.047
ENSG00000064655	5	14	95	47
ENSG00000064666	29755.84	38498.078	28402.21	35996.334
ENSG00000064687	404.931	283.999	304.999	100
ENSG00000064692	301.999	143.999	102	64.999
ENSG00000064703	1467.08	1926.999	1419.593	1506.049
ENSG00000064726	8533.495	12865.589	9829.364	8066.802
ENSG00000064763	596.992	100	17	50
ENSG00000064787	221	36.005	97	5
ENSG00000064835	0	0	0	0
ENSG00000064886	29.001	13	7	5
ENSG00000064932	2356.588	3234.68	1655.567	1819.261
ENSG00000064933	1353.015	2712.024	1813.312	1616.638
ENSG00000064961	3158.221	7064.007	4500.975	3911.822
ENSG00000064989	145	34	25	45
ENSG00000064995	1738.875	2543.037	1390.022	1454.033
ENSG00000064999	1282.023	1550	1118.824	1220.153
ENSG00000065000	14448.063	15881.195	11379.619	12152.252
ENSG00000065029	1272.502	2252.466	1457.97	1246.999
ENSG00000065054	1318.017	4786.177	5342	5232.762
ENSG00000065057	410.173	559	412	378
ENSG00000065060	1144.001	4190.341	1620.568	2404
ENSG00000065135	7745.572	14357.138	9385.662	10170.866
ENSG00000065150	20028.758	36494.93	25584.67	36517.459
ENSG00000065154	13836.853	16760.087	18171.078	15625.249
ENSG00000065183	2053.183	2911.785	2187.015	2340.183
ENSG00000065243	4287.146	7294.318	4125.48	4706.143
ENSG00000065268	980.493	1881.016	1763.286	1689.018
ENSG00000065308	18419.699	72848.578	58538.582	47666.897
ENSG00000065320	1805	705.006	82	32
ENSG00000065325	0	2	4	0
ENSG00000065328	120	2203.394	201	995.027
ENSG00000065357	1854.281	6946.641	5415.816	5703.086
ENSG00000065361	9	199	18	76
ENSG00000065371	0	0.988	0	0
ENSG00000065413	725.823	940.132	747.084	674.074
ENSG00000065427	7564.52	11254.371	7622.314	8395.774
ENSG00000065457	882	2085.152	1097.907	1232.007
ENSG00000065485	4349.99	4692.836	5210.476	4841.153
ENSG00000065491	1008.18	1177.022	829.379	916.382
ENSG00000065518	4663.591	4476.694	4064.368	4440.711
ENSG00000065526	4535.23	6326.965	4069.941	4660.665
ENSG00000065534	12174.097	51767.562	69744.415	41148.427
ENSG00000065548	4492.578	6278.957	4192.545	4393.624
ENSG00000065559	2367.012	3881.614	3297.094	2818.271
ENSG00000065600	551	387	448	429.005
ENSG00000065609	3	4	3	0
ENSG00000065613	7161.65	10689.09	7136.288	6378.702
ENSG00000065615	2399.68	1662.865	1087	1660.485
ENSG00000065618	0	116	59	14
ENSG00000065621	54	142.001	61	70
ENSG00000065665	554.127	836.034	615.999	591
ENSG00000065675	5	2	1	0
ENSG00000065717	354	361	184	605.239
ENSG00000065802	2579.045	6080.802	5224.21	3668.064
ENSG00000065809	1627.211	2986.407	485	1225.347
ENSG00000065833	4913.599	2330.513	2725.201	1589.35
ENSG00000065882	1676.32	5172.36	2751.435	2978.707
ENSG00000065883	3599.795	5052.361	3750.883	3676.12
ENSG00000065911	11081.497	17066.731	17262.356	15034.353
ENSG00000065923	1435.14	6794.648	10235.947	3805.378
ENSG00000065970	3015.681	5183.464	3462.906	3046.099
ENSG00000065978	56597.179	87373.573	46583.216	54068.425
ENSG00000065989	2316.435	2809.402	2652.038	1634.249
ENSG00000066027	2931	4433.518	3056.693	3621.513
ENSG00000066032	0	5	16	1
ENSG00000066044	5210.146	8911.018	5385.826	5781.261
ENSG00000066056	10	17	0	9
ENSG00000066084	3661.228	4399.201	2574.236	2446.378
ENSG00000066117	3097.219	5512.887	3903.272	4036.122
ENSG00000066135	4300.494	5669.215	4861.356	4162.058
ENSG00000066136	1666.231	2878.098	1936.998	1780.227
ENSG00000066185	20	52.001	29	8
ENSG00000066230	578	1002.749	489	551
ENSG00000066248	0	34	627.496	782
ENSG00000066279	722	16557.056	1145.096	5943.402
ENSG00000066294	0	0	1	3
ENSG00000066322	6070.16	13803.782	10578.697	8705.078
ENSG00000066336	10	2	0	1
ENSG00000066379	334.12	43.6	268.184	317.677
ENSG00000066382	12	41	53	21
ENSG00000066405	3	0	2	0
ENSG00000066422	1866.96	2847.011	2209.165	2089.293
ENSG00000066427	1865.113	2023.019	1534.724	1528.002
ENSG00000066455	5466.95	7828.013	6596.435	5958.807
ENSG00000066468	76	9	1600.135	1588
ENSG00000066557	1334.234	2697.898	1452.85	2011.999
ENSG00000066583	593	629	304.133	550
ENSG00000066629	3466.424	5174.007	2744.994	3987.278
ENSG00000066651	1161	1179.366	829.304	950.003
ENSG00000066654	2866.44	4589.015	3170.457	3093.096
ENSG00000066697	4757.706	5987.824	3597.294	3195.309
ENSG00000066735	35	7	15	1
ENSG00000066739	4264.917	5869.074	4519.199	4321.832
ENSG00000066777	4786.206	6997.314	5377.904	5146.978
ENSG00000066813	0	1	0	0
ENSG00000066827	701.174	782.978	539	574.001
ENSG00000066855	1804.386	2208.689	1952.269	1803.169
ENSG00000066923	34.228	51	14.067	84.614
ENSG00000066926	2656.909	3176.036	2992.182	2570.263
ENSG00000066933	3593.285	6159.33	4788.152	5425.329
ENSG00000067048	5287.789	7134.246	5517.002	5569.881
ENSG00000067057	4207.324	14059.409	10369.198	13420.537
ENSG00000067064	12564.082	4403.932	3119	3214.525
ENSG00000067066	7629.004	8197.437	6222.538	5544.763
ENSG00000067082	25359	46810.473	34666.008	32404.494
ENSG00000067113	5494.29	9969.075	6597.623	6293.056
ENSG00000067141	8750.685	6690.239	1896.008	6627.613
ENSG00000067167	40744.973	52236.361	35847.708	33235.599
ENSG00000067177	477.065	128.844	3314.022	1235.913
ENSG00000067182	13494.431	18918.893	11932.538	10201.551
ENSG00000067191	650.001	1160.001	1154.004	926.001
ENSG00000067208	2363.107	2005.175	2078.099	1937.523
ENSG00000067221	949.277	1522.002	1973.999	1231.062
ENSG00000067225	62370.777	221749.371	223895.346	217910.837
ENSG00000067248	3398.045	7269.957	4977.668	4426.608
ENSG00000067334	3036.841	5672.56	3222.601	3149.312
ENSG00000067365	824.999	1534.019	1017.103	935.034
ENSG00000067369	7424.448	7117.094	6620.246	5874.882
ENSG00000067445	1392.033	1328	1142.089	916.149
ENSG00000067533	1148.005	2115.991	1479.15	1728.328
ENSG00000067560	47817.863	102349.697	72742.039	75655.695
ENSG00000067596	3478.687	5691.608	3786.4	3651.617
ENSG00000067601	93.01	186.85	176.573	148.04
ENSG00000067606	37	280	90.101	40
ENSG00000067646	1787.071	2570.952	1824.955	2014.142
ENSG00000067704	8615.96	12501.87	9758.109	9178.07
ENSG00000067715	25	464	123	2152.787
ENSG00000067798	1914.039	6314.421	2718.787	6641.77
ENSG00000067829	2653.306	4460.332	3244.073	3255.038
ENSG00000067836	480	1908.907	1363.998	1199.16
ENSG00000067840	15	42	31	51
ENSG00000067842	3	2	2	1
ENSG00000067900	7007.225	15849.836	10714.596	10606.781
ENSG00000067955	4023.914	8245.696	4484.773	5260.268
ENSG00000067992	563.001	128	70.9	82
ENSG00000068001	1619.035	2556	1911.306	1444.341
ENSG00000068024	1365.213	1353.135	826.531	1086.999
ENSG00000068028	1237.183	4677.242	4207.704	3511.903
ENSG00000068078	34	489.303	289.001	245
ENSG00000068079	1211.506	1262.326	732.299	901
ENSG00000068097	1162	2363.499	1365	1574
ENSG00000068120	3002.406	4682.876	2882.232	2565.212
ENSG00000068137	1269.908	1756.985	1512.053	1484.017
